학기,학수번호,학과,이수학점,강의시간,강의명,교수명,학습량,난이도,학점,성취감,강의만족도
2022년 2학기,IFLS012(68),ACADEMIC,ENGLISH,월(5) 수(5) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",William du Plessis,2.7,2.5,3.8,3.6,4.1
2022년 2학기,IFLS012(69),ACADEMIC,ENGLISH,월(6) 수(6) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",William du Plessis,2.1,2.6,3.6,3.4,4.3
2022년 2학기,IFLS012(70),ACADEMIC,ENGLISH,화(1) 목(1) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Youn-Soo Chang,4.4,2.6,4.1,3.4,3.9
2022년 2학기,IFLS012(71),ACADEMIC,ENGLISH,화(6) 목(6) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",월쉬널래그첸드라베단,2.0,2.2,4.8,4.4,4.8
2022년 2학기,IFLS012(72),ACADEMIC,ENGLISH,화(2) 목(2) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",William du Plessis,3.8,3.6,3.8,3.1,3.7
2022년 2학기,IFLS012(73),ACADEMIC,ENGLISH,화(4) 목(4) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Hudson Lim,2.6,1.9,4.8,3.8,4.7
2022년 2학기,IFLS012(74),ACADEMIC,ENGLISH,화(5) 목(5) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",월쉬널래그첸드라베단,3.0,3.0,3.3,4.0,5.0
2022년 2학기,IFLS012(75),ACADEMIC,ENGLISH,화(4) 목(4) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",월쉬널래그첸드라베단,2.5,2.5,3.9,3.8,4.5
2022년 2학기,IFLS012(76),ACADEMIC,ENGLISH,월(2) 수(2) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",월쉬널래그첸드라베단,1.7,1.7,4.1,3.7,5.0
2022년 2학기,IFLS012(77),ACADEMIC,ENGLISH,월(4) 수(4) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",THOMAS COURCHAINE,3.3,2.0,3.7,3.0,3.7
2022년 2학기,IFLS012(78),ACADEMIC,ENGLISH,월(6) 수(6) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",THOMAS COURCHAINE,1.0,1.3,3.7,2.3,3.7
2022년 2학기,IFLS012(79),ACADEMIC,ENGLISH,화(5) 목(5) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",William du Plessis,2.4,2.6,4.0,4.2,4.6
2022년 2학기,IFLS012(80),ACADEMIC,ENGLISH,화(1) 목(1) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Hudson Lim,2.1,1.4,4.6,4.5,4.8
2022년 2학기,IFLS012(81),ACADEMIC,ENGLISH,화(2) 목(2) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Hudson Lim,1.9,2.1,4.4,3.5,4.5
2022년 2학기,IFLS012(82),ACADEMIC,ENGLISH,화(3) 목(3) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Hudson Lim,1.8,1.5,5.0,3.8,4.8
2022년 2학기,IFLS012(83),ACADEMIC,ENGLISH,월(3) 수(3) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Youn-Soo Chang,3.6,2.8,4.5,3.8,4.6
2022년 2학기,IFLS012(84),ACADEMIC,ENGLISH,화(4) 목(4) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Youn-Soo Chang,4.3,3.0,4.3,3.8,4.0
2022년 2학기,IFLS012(85),ACADEMIC,ENGLISH,월(3) 수(3) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",월쉬널래그첸드라베단,2.0,2.6,3.9,3.0,4.4
2022년 2학기,IFLS012(86),ACADEMIC,ENGLISH,화(2) 목(2) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Youn-Soo Chang,4.1,3.5,4.4,3.5,3.6
2022년 2학기,IFLS012(87),ACADEMIC,ENGLISH,화(3) 목(3) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Youn-Soo Chang,3.9,3.4,4.1,3.7,3.9
2022년 2학기,IFLS012(88),ACADEMIC,ENGLISH,화(6) 목(6) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",William du Plessis,2.0,2.0,4.0,4.0,4.0
2022년 2학기,IFLS012(89),ACADEMIC,ENGLISH,월(1) 수(1) ,"ACADEMIC ENGLISHⅡ(영강)중급/공과대학, 정보보호학부, 스마트보안학부 (1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Youn-Soo Chang,3.7,2.2,4.2,2.3,4.5
2022년 2학기,IFLS012(90),ACADEMIC,ENGLISH,월(1) 수(1) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Kara June Ritchhart,2.0,2.5,4.2,3.0,4.8
2022년 2학기,IFLS012(91),ACADEMIC,ENGLISH,화(2) 목(2) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Gil Michael Ian Coombe,3.9,3.9,4.7,3.9,3.7
2022년 2학기,IFLS012(92),ACADEMIC,ENGLISH,월(3) 수(3) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Benjamin Fallon,3.1,2.7,3.3,3.1,4.3
2022년 2학기,IFLS012(93),ACADEMIC,ENGLISH,화(1) 목(1) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Benjamin Fallon,2.8,3.0,4.2,3.3,4.0
2022년 2학기,IFLS012(94),ACADEMIC,ENGLISH,월(4) 수(4) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",David W. Wellbaum,2.7,4.0,4.0,2.7,3.7
2022년 2학기,IFLS012(95),ACADEMIC,ENGLISH,월(6) 수(6) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",David W. Wellbaum,2.7,3.4,4.5,3.9,4.4
2022년 2학기,IFLS012(96),ACADEMIC,ENGLISH,화(4) 목(4) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",David W. Wellbaum,2.9,3.4,4.3,3.1,3.6
2022년 2학기,IFLS012(97),ACADEMIC,ENGLISH,화(1) 목(1) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Gil Michael Ian Coombe,4.1,3.7,4.9,4.3,4.4
2022년 2학기,IFLS012(99),ACADEMIC,ENGLISH,화(3) 목(3) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Gil Michael Ian Coombe,4.6,3.6,4.9,4.1,4.0
2022년 2학기,IFLS012(A2),ACADEMIC,ENGLISH,화(5) 목(5) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Deborah Moon,3.9,3.4,3.8,3.1,4.1
2022년 2학기,IFLS012(A3),ACADEMIC,ENGLISH,화(6) 목(6) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Deborah Moon,3.5,3.0,3.8,3.5,3.5
2022년 2학기,IFLS012(A4),ACADEMIC,ENGLISH,월(3) 수(3) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Gil Michael Ian Coombe,4.7,4.0,5.0,4.3,4.2
2022년 2학기,IFLS012(A5),ACADEMIC,ENGLISH,월(2) 수(2) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Kara June Ritchhart,2.3,2.2,3.5,3.3,4.3
2022년 2학기,IFLS012(A6),ACADEMIC,ENGLISH,월(4) 수(4) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Kara June Ritchhart,2.3,2.0,3.3,2.7,4.7
2022년 2학기,IFLS012(A7),ACADEMIC,ENGLISH,월(5) 수(5) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Deborah Moon,3.9,3.6,3.4,2.7,3.1
2022년 2학기,IFLS012(A8),ACADEMIC,ENGLISH,화(4) 목(4) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Benjamin Fallon,3.4,2.7,4.0,3.1,4.1
2022년 2학기,IFLS012(A9),ACADEMIC,ENGLISH,월(2) 수(2) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Benjamin Fallon,4.7,4.0,4.2,2.8,3.5
2022년 2학기,IFLS012(B1),ACADEMIC,ENGLISH,화(3) 목(3) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Benjamin Fallon,3.3,2.8,3.3,2.5,3.0
2022년 2학기,IFLS012(B2),ACADEMIC,ENGLISH,화(3) 목(3) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",David W. Wellbaum,3.5,3.8,4.3,3.2,3.8
2022년 2학기,IFLS012(B3),ACADEMIC,ENGLISH,화(6) 목(6) ,"ACADEMIC ENGLISHⅡ(영강)중급/생명과학대학, 의과대학, 이과대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",David W. Wellbaum,2.2,3.2,4.1,3.4,3.8
2022년 2학기,IFLS012(B4),ACADEMIC,ENGLISH,화(1) 목(1) ,"ACADEMIC ENGLISHⅡ(영강)중급/간호대학, 보건과학대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",William du Plessis,2.6,2.6,4.4,3.8,4.8
2022년 2학기,IFLS012(B5),ACADEMIC,ENGLISH,화(2) 목(2) ,"ACADEMIC ENGLISHⅡ(영강)중급/간호대학, 보건과학대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",David M. Duke,2.4,2.4,3.7,2.8,3.6
2022년 2학기,IFLS012(B6),ACADEMIC,ENGLISH,월(5) 수(5) ,"ACADEMIC ENGLISHⅡ(영강)중급/간호대학, 보건과학대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",David M. Duke,2.3,2.4,4.2,3.4,4.7
2022년 2학기,IFLS012(B7),ACADEMIC,ENGLISH,월(6) 수(6) ,"ACADEMIC ENGLISHⅡ(영강)중급/간호대학, 보건과학대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Michael D. Blackwood,3.2,3.1,4.2,3.5,4.4
2022년 2학기,IFLS012(B8),ACADEMIC,ENGLISH,월(4) 수(4) ,"ACADEMIC ENGLISHⅡ(영강)중급/간호대학, 보건과학대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Manuel Lara,4.4,3.7,2.8,2.8,3.2
2022년 2학기,IFLS012(B9),ACADEMIC,ENGLISH,월(3) 수(3) ,"ACADEMIC ENGLISHⅡ(영강)중급/간호대학, 보건과학대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",David M. Duke,2.0,2.6,4.0,3.4,4.6
2022년 2학기,IFLS012(C1),ACADEMIC,ENGLISH,월(4) 수(4) ,"ACADEMIC ENGLISHⅡ(영강)중급/간호대학, 보건과학대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Michael D. Blackwood,2.0,1.9,4.2,3.0,4.3
2022년 2학기,IFLS012(C2),ACADEMIC,ENGLISH,화(4) 목(4) ,"ACADEMIC ENGLISHⅡ(영강)중급/간호대학, 보건과학대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",David M. Duke,2.2,2.5,4.1,3.5,4.2
2022년 2학기,IFLS012(C3),ACADEMIC,ENGLISH,화(5) 목(5) ,"ACADEMIC ENGLISHⅡ(영강)중급/간호대학, 보건과학대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",David M. Duke,2.6,2.0,4.6,4.0,4.8
2022년 2학기,IFLS012(C5),ACADEMIC,ENGLISH,월(2) 수(2) ,"ACADEMIC ENGLISHⅡ(영강)중급/간호대학, 보건과학대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",David M. Duke,3.6,3.4,4.0,3.1,4.0
2022년 2학기,IFLS012(C6),ACADEMIC,ENGLISH,화(3) 목(3) ,"ACADEMIC ENGLISHⅡ(영강)중급/간호대학, 보건과학대학(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Manuel Lara,4.6,2.6,3.0,2.8,3.0
2022년 2학기,IFLS012(C8),ACADEMIC,ENGLISH,월(2) 수(2) ,"ACADEMIC ENGLISHⅡ(영강)중급/사범대학, 디자인조형학부(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Rockwell H. Stewart,3.7,3.3,3.6,2.8,3.9
2022년 2학기,IFLS012(C9),ACADEMIC,ENGLISH,월(3) 수(3) ,"ACADEMIC ENGLISHⅡ(영강)중급/사범대학, 디자인조형학부(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Joyce Sun Hyong Paek,3.5,3.2,4.4,3.7,4.5
2022년 2학기,IFLS012(D1),ACADEMIC,ENGLISH,월(4) 수(4) ,"ACADEMIC ENGLISHⅡ(영강)중급/사범대학, 디자인조형학부(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Joyce Sun Hyong Paek,3.3,2.9,4.0,3.3,3.7
2022년 2학기,IFLS012(D2),ACADEMIC,ENGLISH,월(5) 수(5) ,"ACADEMIC ENGLISHⅡ(영강)중급/사범대학, 디자인조형학부(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",잼버졸탄폴,1.7,2.4,3.8,3.1,4.1
2022년 2학기,IFLS012(D3),ACADEMIC,ENGLISH,월(6) 수(6) ,"ACADEMIC ENGLISHⅡ(영강)중급/사범대학, 디자인조형학부(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Russell Mason,4.8,3.8,3.3,2.8,3.2
2022년 2학기,IFLS012(D5),ACADEMIC,ENGLISH,화(2) 목(2) ,"ACADEMIC ENGLISHⅡ(영강)중급/사범대학, 디자인조형학부(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",잼버졸탄폴,2.1,3.3,3.6,2.9,3.3
2022년 2학기,IFLS012(D6),ACADEMIC,ENGLISH,화(3) 목(3) ,"ACADEMIC ENGLISHⅡ(영강)중급/사범대학, 디자인조형학부(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Rockwell H. Stewart,4.0,4.0,3.8,3.3,4.2
2022년 2학기,IFLS012(D7),ACADEMIC,ENGLISH,화(4) 목(4) ,"ACADEMIC ENGLISHⅡ(영강)중급/사범대학, 디자인조형학부(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",잼버졸탄폴,1.9,1.8,4.1,3.1,4.8
2022년 2학기,IFLS012(D8),ACADEMIC,ENGLISH,화(5) 목(5) ,"ACADEMIC ENGLISHⅡ(영강)중급/사범대학, 디자인조형학부(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Russell Mason,4.3,4.2,4.2,3.3,3.3
2022년 2학기,IFLS012(D9),ACADEMIC,ENGLISH,화(6) 목(6) ,"ACADEMIC ENGLISHⅡ(영강)중급/사범대학, 디자인조형학부(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",잼버졸탄폴,1.8,2.7,4.0,3.5,4.7
2022년 2학기,IFLS012(E1),ACADEMIC,ENGLISH,월(5) 수(5) ,"ACADEMIC ENGLISHⅡ(영강)중급/정보대학-컴퓨터학과, 데이터과학과(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Zoe Ksan Rubadeau,4.6,3.5,4.1,2.7,3.7
2022년 2학기,IFLS012(E2),ACADEMIC,ENGLISH,월(6) 수(6) ,"ACADEMIC ENGLISHⅡ(영강)중급/정보대학-컴퓨터학과, 데이터과학과(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Zoe Ksan Rubadeau,4.1,3.0,4.3,3.6,3.7
2022년 2학기,IFLS012(E3),ACADEMIC,ENGLISH,월(7) 수(7) ,"ACADEMIC ENGLISHⅡ(영강)중급/정보대학-컴퓨터학과, 데이터과학과(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Zoe Ksan Rubadeau,4.7,3.3,4.3,4.3,4.0
2022년 2학기,IFLS012(E4),ACADEMIC,ENGLISH,화(3) 목(3) ,"ACADEMIC ENGLISHⅡ(영강)중급/정보대학-컴퓨터학과, 데이터과학과(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Zoe Ksan Rubadeau,4.6,4.4,3.6,2.5,2.3
2022년 2학기,IFLS012(E5),ACADEMIC,ENGLISH,화(6) 목(6) ,"ACADEMIC ENGLISHⅡ(영강)중급/정보대학-컴퓨터학과, 데이터과학과(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Zoe Ksan Rubadeau,4.3,3.1,4.0,3.2,3.3
2022년 2학기,IFLS012(E6),ACADEMIC,ENGLISH,화(4) 목(4) ,"ACADEMIC ENGLISHⅡ(영강)중급/정보대학-컴퓨터학과, 데이터과학과(1학년 우선 신청) *2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능",Zoe Ksan Rubadeau,4.3,3.3,3.8,3.3,3.8
2022년 2학기,IFLS012(G1),ACADEMIC,ENGLISH,월(1-2) ,ACADEMIC ENGLISHⅡ(영강)체육특기자반,Hudson Lim,-,-,-,-,-
2022년 2학기,IFLS012(G2),ACADEMIC,ENGLISH,수(1-2) ,ACADEMIC ENGLISHⅡ(영강)체육특기자반,Hudson Lim,-,-,-,-,-
2022년 2학기,IFLS012(L1),ACADEMIC,ENGLISH,월(4) 수(4) ,ACADEMIC ENGLISHⅡ(영강)초급(외국인반),David M. Duke,-,-,-,-,-
2022년 2학기,IFLS012(L3),ACADEMIC,ENGLISH,화(2) 목(2) ,ACADEMIC ENGLISHⅡ(영강)초급,David M. Docherty,2.5,2.5,2.5,1.8,3.0
2022년 2학기,IFLS012(L4),ACADEMIC,ENGLISH,화(3) 목(3) ,ACADEMIC ENGLISHⅡ(영강)초급,Anthony Death,2.8,2.9,3.5,2.9,3.9
2022년 2학기,IFLS012(L5),ACADEMIC,ENGLISH,월(1) 수(1) ,ACADEMIC ENGLISHⅡ(영강)초급,Kirstie Bromenshenk,2.4,2.1,4.0,3.4,4.7
2022년 2학기,IFLS012(L6),ACADEMIC,ENGLISH,월(5) 수(5) ,ACADEMIC ENGLISHⅡ(영강)초급,Patrice Reidy,3.0,2.1,4.3,3.7,4.6
2022년 2학기,IFLS012(L7),ACADEMIC,ENGLISH,월(4) 수(4) ,ACADEMIC ENGLISHⅡ(영강)초급,Patrice Reidy,2.6,2.1,2.7,1.9,3.8
2022년 2학기,IFLS012(L8),ACADEMIC,ENGLISH,화(1) 목(1) ,ACADEMIC ENGLISHⅡ(영강)초급,Kara June Ritchhart,1.7,1.5,4.7,4.2,4.5
2022년 2학기,IFLS012(LA),ACADEMIC,ENGLISH,화(2) 목(2) ,ACADEMIC ENGLISHⅡ(영강)초급,Joyce Sun Hyong Paek,3.1,2.7,4.7,3.7,4.7
2022년 2학기,IFLS012(LB),ACADEMIC,ENGLISH,화(3) 목(3) ,ACADEMIC ENGLISHⅡ(영강)초급,Paulette M. Hawkins,3.4,3.6,3.0,2.6,3.3
2022년 2학기,IFLS012(LC),ACADEMIC,ENGLISH,화(6) 목(6) ,ACADEMIC ENGLISHⅡ(영강)초급,Patrice Reidy,1.8,1.7,3.2,2.5,4.7
2022년 2학기,IFLS012(LD),ACADEMIC,ENGLISH,화(1) 목(1) ,ACADEMIC ENGLISHⅡ(영강)초급,Rockwell H. Stewart,3.6,2.5,3.3,2.4,3.4
2022년 2학기,IFLS012(LE),ACADEMIC,ENGLISH,월(1) 수(1) ,ACADEMIC ENGLISHⅡ(영강)초급,Thomas Walsh,3.0,2.8,3.8,2.8,3.4
2022년 2학기,IFLS012(LF),ACADEMIC,ENGLISH,화(5) 목(5) ,ACADEMIC ENGLISHⅡ(영강)초급,Derek Winchester,3.2,1.8,4.2,3.8,4.8
2022년 2학기,IFLS012(LG),ACADEMIC,ENGLISH,월(3) 수(3) ,ACADEMIC ENGLISHⅡ(영강)초급,Rockwell H. Stewart,3.7,3.5,4.0,3.5,4.0
2022년 2학기,IFLS012(LH),ACADEMIC,ENGLISH,월(6) 수(6) ,ACADEMIC ENGLISHⅡ(영강)초급,Derek Winchester,2.2,2.6,3.8,2.9,4.2
2022년 2학기,IFLS012(LI),ACADEMIC,ENGLISH,화(4) 목(4) ,ACADEMIC ENGLISHⅡ(영강)초급,Joyce Sun Hyong Paek,3.4,2.8,5.0,4.4,4.6
